city,time_grain,datetime,date,hour,weekday,is_weekend,season,bike_count,temp,rain,humidity,wind
Seoul,day,,2025-12-11,,3,0,winter,71947,,,,
Seoul,day,,2025-12-12,,4,0,winter,86954,,,,
Seoul,day,,2025-12-13,,5,1,winter,19152,,,,
Seoul,day,,2025-12-14,,6,1,winter,43137,,,,
Seoul,day,,2025-12-15,,0,0,winter,80406,,,,
Seoul,day,,2025-12-16,,1,0,winter,48596,,,,
Seoul,day,,2025-12-17,,2,0,winter,84961,,,,
Seoul,day,,2025-12-18,,3,0,winter,87558,,,,
Seoul,day,,2025-12-19,,4,0,winter,91584,,,,
Seoul,day,,2025-12-20,,5,1,winter,46467,,,,
Seoul,day,,2025-12-21,,6,1,winter,45074,,,,
Seoul,day,,2025-12-22,,0,0,winter,76799,,,,
Seoul,day,,2025-12-23,,1,0,winter,38688,,,,
Seoul,day,,2025-12-24,,2,0,winter,73411,,,,
Seoul,day,,2025-12-25,,3,0,winter,32281,,,,
Seoul,day,,2025-12-26,,4,0,winter,45681,,,,
Seoul,day,,2025-12-27,,5,1,winter,42381,,,,
Seoul,day,,2025-12-28,,6,1,winter,40774,,,,
Seoul,day,,2025-12-29,,0,0,winter,66652,,,,
Seoul,day,,2025-12-30,,1,0,winter,71026,,,,
Seoul,day,,2025-12-31,,2,0,winter,55570,,,,
